Id,SalePrice
1935,181891.95
1936,187638.34
1937,185323.77
1938,167129.2
1939,272996.3
1940,176225.75
1941,177024.25
1942,183221.14
1943,192362.25
1944,480206.03
1945,449695.88
1946,155428.98
1947,337915.34
1948,176754.44
1949,274378.38
1950,197311.17
1951,253239.9
1952,198158.97
1953,212942.19
1954,177768.16
1955,133565.06
1956,277430.7
1957,143287.38
1958,261539.89
1959,135147.19
1960,107349.07
1961,135202.64
1962,118308.1
1963,116997.734
1964,105912.18
1965,152035.5
1966,131991.64
1967,311484.34
1968,397578.84
1969,409638.34
1970,433607.47
1971,429336.97
1972,392956.88
1973,309303.97
1974,338017.6
1975,503035.47
1976,269572.62
1977,353592.56
1978,368979.47
1979,330768.25
1980,217646.77
1981,365930.47
1982,249492.08
1983,245106.14
1984,173601.12
1985,230539.9
1986,184031.06
1987,191342.23
1988,182237.78
1989,202455.1
1990,223044.55
1991,218682.28
1992,200115.92
1993,176380.1
1994,195964.12
1995,178521.31
1996,271688.56
1997,297308.72
1998,302369.16
1999,315697.34
2000,276893.97
2001,325752.34
2002,251462.11
2003,271897.28
2004,302081.38
2005,235464.45
2006,226731.94
2007,250233.78
2008,211051.94
2009,239246.44
2010,178796.97
2011,142626.34
2012,187196.78
2013,206846.86
2014,197783.9
2015,231187.7
2016,198219.4
2017,212673.28
2018,147921.53
2019,145434.84
2020,123713.32
2021,114898.68
2022,190123.56
2023,166363.98
2024,287882.16
2025,368558.56
2026,193534.48
2027,148645.06
2028,148693.55
2029,174059.11
2030,267081.62
2031,224285.75
2032,242994.28
2033,249468.23
2034,175727.77
2035,231005.7
2036,175855.86
2037,176675.12
2038,246273.62
2039,247015.48
2040,276788.06
2041,323138.28
2042,197961.77
2043,173521.9
2044,153508.34
2045,187708.84
2046,146052.77
2047,134560.31
2048,143525.17
2049,165910.8
2050,180996.05
2051,112137.01
2052,139276.38
2053,145966.62
2054,132514.5
2055,186340.56
2056,151907.08
2057,134977.98
2058,222740.67
2059,160685.61
2060,145330.66
2061,151821.34
2062,142969.11
2063,145030.69
2064,150482.67
2065,119909.43
2066,164956.14
2067,152622.39
2068,126192.695
2069,90882.75
2070,106406.57
2071,88942.16
2072,144627.92
2073,137968.06
2074,170951.48
2075,152683.2
2076,127822.73
2077,162827.16
2078,132739.92
2079,142171.2
2080,121218.05
2081,131029.29
2082,129360.21
2083,131286.58
2084,118692.26
2085,118172.07
2086,109208.945
2087,111184.24
2088,93275.71
2089,100813.14
2090,131691.14
2091,90254.73
2092,118200.914
2093,166826.53
2094,91114.375
2095,161399.23
2096,94008.87
2097,86984.23
2098,149743.47
2099,72590.14
2100,82731.055
2101,97312.125
2102,131512.73
2103,124126.58
2104,127098.3
2105,188413.98
2106,82443.85
2107,167839.7
2108,111136.766
2109,104703.67
2110,85267.8
2111,97155.26
2112,153663.95
2113,143080.44
2114,140918.45
2115,170802.06
2116,111565.625
2117,161791.05
2118,130731.58
2119,112934.38
2120,124111.41
2121,139067.36
2122,128202.375
2123,87357.28
2124,182642.23
2125,112783.914
2126,173674.69
2127,158513.55
2128,97419.05
2129,76727.26
2130,123436.13
2131,141195.78
2132,86609.06
2133,99050.984
2134,115486.69
2135,92341.45
2136,77734.63
2137,86890.82
2138,135495.95
2139,143134.39
2140,144029.38
2141,148086.6
2142,181186.23
2143,143595.1
2144,131807.53
2145,134426.92
2146,166484.44
2147,185748.98
2148,159154.06
2149,133442.83
2150,250367.7
2151,132808.48
2152,157581.9
2153,169397.31
2154,106844.59
2155,128664.445
2156,255222.03
2157,210842.45
2158,240523.02
2159,194402.11
2160,180102.98
2161,252675.72
2162,330248.53
2163,352950.6
2164,212404.66
2165,235109.58
2166,143005.19
2167,203471.92
2168,196163.8
2169,210422.97
2170,216922.12
2171,162053.61
2172,133108.36
2173,185263.77
2174,211254.17
2175,266045.7
2176,322888.94
2177,245662.83
2178,213852.94
2179,151439.19
2180,193664.7
2181,200194.69
2182,207860.03
2183,193298.8
2184,117930.695
2185,146707.06
2186,127461.15
2187,185511.19
2188,189623.58
2189,263735.28
2190,81199.445
2191,89882.15
2192,119060.414
2193,125782.31
2194,89402.07
2195,154696.98
2196,84965.99
2197,125758.97
2198,120772.66
2199,179032.02
2200,183529.7
2201,138281.11
2202,221481.53
2203,180066.61
2204,194777.66
2205,136266.86
2206,162576.77
2207,269596.12
2208,243530.95
2209,253230.6
2210,150124.3
2211,103980.3
2212,125698.625
2213,85993.555
2214,145967.61
2215,93445.805
2216,142845.89
2217,54161.3
2218,83042.8
2219,76352.28
2220,86595.4
2221,434452.62
2222,311288.12
2223,265556.06
2224,203121.89
2225,160304.78
2226,175247.5
2227,191932.23
2228,284313.16
2229,264897.12
2230,169833.58
2231,232225.3
2232,188904.19
2233,217876.05
2234,257521.39
2235,240010.14
2236,243033.03
2237,278080.5
2238,209193.31
2239,95666.46
2240,162817.81
2241,175817.47
2242,89508.24
2243,110204.75
2244,86123.875
2245,96975.18
2246,129626.24
2247,87889.46
2248,132920.97
2249,129460.83
2250,130764.86
2251,132167.61
2252,165692.84
2253,168339.38
2254,180411.08
2255,179294.14
2256,170051.88
2257,186760.08
2258,175923.3
2259,182853.75
2260,152318.52
2261,211657.0
2262,246026.38
2263,454049.72
2264,442218.47
2265,154146.55
2266,323143.16
2267,382510.62
2268,465926.56
2269,174198.39
2270,209298.03
2271,221897.16
2272,230651.19
2273,181302.25
2274,217549.12
2275,179663.56
2276,216801.97
2277,175267.84
2278,131844.81
2279,148970.22
2280,121485.95
2281,189456.06
2282,190615.98
2283,119476.625
2284,115870.08
2285,132974.62
2286,108477.92
2287,448077.0
2288,280755.5
2289,352696.97
2290,486132.1
2291,351992.1
2292,420424.75
2293,539460.2
2294,433375.38
2295,485549.06
2296,243752.62
2297,456715.0
2298,389822.84
2299,358136.03
2300,324028.25
2301,384951.8
2302,243897.67
2303,225954.72
2304,204623.5
2305,201266.33
2306,193904.73
2307,192485.08
2308,217026.58
2309,279895.06
2310,263585.8
2311,188390.14
2312,179837.0
2313,174801.22
2314,168249.33
2315,176217.75
2316,174165.8
2317,193317.16
2318,181017.45
2319,179060.62
2320,180729.66
2321,239876.03
2322,167162.34
2323,180359.23
2324,177923.66
2325,180964.42
2326,205304.88
2327,219712.1
2328,220795.27
2329,177627.67
2330,172088.98
2331,358581.3
2332,427366.9
2333,310053.16
2334,286320.22
2335,304088.75
2336,287275.44
2337,213320.05
2338,250190.53
2339,237736.62
2340,383061.44
2341,225377.61
2342,244311.03
2343,248690.84
2344,194770.48
2345,235702.9
2346,224680.12
2347,199596.33
2348,240677.28
2349,210880.28
2350,340201.2
2351,286129.6
2352,262689.12
2353,294010.75
2354,123666.46
2355,157471.75
2356,142492.75
2357,202150.38
2358,200227.16
2359,135995.75
2360,142204.53
2361,142697.92
2362,203768.42
2363,177139.48
2364,198804.12
2365,212523.12
2366,193409.56
2367,193281.53
2368,205837.0
2369,197754.27
2370,174019.62
2371,159343.95
2372,202730.45
2373,269896.34
2374,305179.84
2375,243484.02
2376,267938.84
2377,376647.72
2378,143449.11
2379,180776.95
2380,159548.55
2381,203434.36
2382,208368.81
2383,186469.5
2384,248974.48
2385,151923.2
2386,154568.7
2387,148917.95
2388,93640.24
2389,127610.3
2390,141688.8
2391,136599.16
2392,106089.586
2393,161100.72
2394,156778.66
2395,200202.5
2396,143915.52
2397,194063.27
2398,132777.84
2399,66514.2
2400,84965.31
2401,118939.805
2402,154203.75
2403,133906.17
2404,159478.58
2405,159899.14
2406,133548.38
2407,113328.805
2408,155668.39
2409,139118.75
2410,166813.05
2411,137637.75
2412,172852.4
2413,148780.0
2414,132641.47
2415,134401.94
2416,130397.87
2417,135083.1
2418,126591.57
2419,129940.08
2420,138316.5
2421,152257.55
2422,107978.68
2423,107630.83
2424,134277.88
2425,193137.55
2426,133157.25
2427,144852.66
2428,186684.84
2429,128346.664
2430,150116.88
2431,121719.93
2432,165261.25
2433,166704.66
2434,139718.55
2435,179382.45
2436,122397.44
2437,113988.26
2438,122992.375
2439,86440.57
2440,132903.11
2441,81478.71
2442,106410.484
2443,117918.43
2444,195486.0
2445,93716.79
2446,122268.195
2447,211328.62
2448,125232.195
2449,123861.945
2450,132433.77
2451,168402.55
2452,179068.06
2453,99360.12
2454,114085.61
2455,116810.125
2456,127268.73
2457,146637.12
2458,170012.12
2459,114102.39
2460,138748.14
2461,139023.47
2462,153529.03
2463,147435.03
2464,168558.48
2465,149078.19
2466,145722.72
2467,180358.5
2468,96667.62
2469,108514.75
2470,186731.75
2471,209296.6
2472,122188.81
2473,128423.94
2474,86095.72
2475,182237.25
2476,134732.95
2477,127076.61
2478,160409.0
2479,113070.87
2480,152029.34
2481,167754.88
2482,140006.78
2483,153322.4
2484,131409.0
2485,137321.48
2486,170517.36
2487,216846.55
2488,151142.61
2489,178502.47
2490,153976.14
2491,68835.62
2492,196762.9
2493,218865.39
2494,128646.96
2495,79304.914
2496,251188.27
2497,133147.72
2498,131870.05
2499,92088.72
2500,167939.19
2501,113328.68
2502,135900.12
2503,83480.29
2504,175509.67
2505,240053.39
2506,256082.56
2507,261776.5
2508,280042.06
2509,217872.56
2510,206431.78
2511,178491.81
2512,221564.44
2513,197855.12
2514,269858.38
2515,149000.97
2516,200077.0
2517,154634.89
2518,145928.6
2519,268717.72
2520,213498.02
2521,191035.19
2522,250662.17
2523,123995.13
2524,132797.77
2525,140129.0
2526,176216.83
2527,118595.945
2528,126826.09
2529,179524.78
2530,130775.68
2531,237079.33
2532,230237.12
2533,213469.39
2534,213961.11
2535,283537.56
2536,257268.05
2537,262618.66
2538,171475.6
2539,187892.22
2540,184164.55
2541,188621.17
2542,184947.73
2543,136174.19
2544,96278.95
2545,133201.53
2546,141703.36
2547,143341.66
2548,132661.36
2549,178585.95
2550,500605.7
2551,138889.38
2552,119700.07
2553,86028.766
2554,111831.516
2555,133770.69
2556,110518.484
2557,115030.52
2558,155132.86
2559,117833.984
2560,175192.03
2561,222476.12
2562,152894.78
2563,134902.48
2564,197968.55
2565,203001.67
2566,232787.98
2567,128132.99
2568,247605.62
2569,268990.6
2570,112832.07
2571,208152.45
2572,132456.27
2573,218668.53
2574,263353.66
2575,161136.12
2576,109353.56
2577,195601.14
2578,82020.336
2579,88924.47
2580,92467.2
2581,107572.97
2582,79483.414
2583,328761.97
2584,137429.25
2585,221609.61
2586,216582.62
2587,197821.61
2588,144887.73
2589,134490.1
2590,211134.6
2591,208965.48
2592,195874.23
2593,288634.56
2594,159633.56
2595,213362.83
2596,288033.03
2597,221722.81
2598,279126.25
2599,390652.0
2600,153790.7
2601,130492.164
2602,85450.734
2603,95345.31
2604,86700.07
2605,84274.35
2606,158961.62
2607,214862.42
2608,153671.11
2609,165469.64
2610,129692.95
2611,154643.92
2612,173122.1
2613,136633.56
2614,145072.52
2615,152122.62
2616,167114.03
2617,203670.11
2618,247201.1
2619,186377.48
2620,189542.39
2621,172903.44
2622,167497.39
2623,238276.48
2624,290769.47
2625,254418.11
2626,171012.23
2627,158036.62
2628,561124.06
2629,521658.47
2630,420950.88
2631,495545.2
2632,484713.72
2633,325342.97
2634,437606.1
2635,139552.58
2636,191844.61
2637,174720.83
2638,248321.72
2639,179108.08
2640,147863.7
2641,130907.5
2642,167160.61
2643,102369.76
2644,127453.0
2645,119310.37
2646,90707.664
2647,116311.914
2648,145218.2
2649,165137.6
2650,147080.88
2651,164041.69
2652,385248.4
2653,275412.56
2654,282810.03
2655,456029.38
2656,369986.3
2657,375534.56
2658,349459.78
2659,313909.03
2660,413360.03
2661,442745.56
2662,385874.25
2663,268904.22
2664,303952.12
2665,346037.2
2666,331751.4
2667,177983.58
2668,176009.03
2669,175741.98
2670,252997.9
2671,164326.25
2672,199791.44
2673,214143.62
2674,191206.58
2675,181786.52
2676,183728.66
2677,176921.52
2678,201043.4
2679,302198.4
2680,304849.3
2681,433704.72
2682,296376.0
2683,512998.88
2684,352135.25
2685,289517.56
2686,264980.16
2687,285471.97
2688,189291.69
2689,212411.88
2690,318887.16
2691,210035.31
2692,141358.88
2693,211212.14
2694,146085.73
2695,209876.66
2696,187012.9
2697,173920.92
2698,184055.73
2699,178668.52
2700,174505.53
2701,174300.73
2702,124024.586
2703,125787.125
2704,143014.25
2705,138852.06
2706,136733.23
2707,147605.31
2708,136711.14
2709,77294.02
2710,136497.03
2711,311551.34
2712,408398.66
2713,150252.17
2714,147390.38
2715,171488.98
2716,182547.6
2717,230066.72
2718,217775.58
2719,131419.81
2720,149078.19
2721,159435.69
2722,184530.25
2723,131434.47
2724,136452.48
2725,142409.39
2726,133794.39
2727,176554.73
2728,178576.88
2729,144233.72
2730,133733.39
2731,128975.31
2732,166933.02
2733,130593.65
2734,148371.89
2735,136576.81
2736,143734.56
2737,144407.19
2738,128882.44
2739,145576.42
2740,159588.17
2741,163797.44
2742,154365.33
2743,143054.31
2744,180680.81
2745,140106.81
2746,145520.31
2747,147527.58
2748,134342.6
2749,134087.2
2750,139268.45
2751,129540.44
2752,207641.47
2753,142058.95
2754,248266.61
2755,135250.7
2756,108178.99
2757,67013.94
2758,112497.48
2759,171067.0
2760,134396.81
2761,143534.16
2762,153579.6
2763,167167.33
2764,176606.77
2765,235356.88
2766,137539.72
2767,91075.22
2768,135512.98
2769,150367.03
2770,140215.0
2771,133762.0
2772,129760.89
2773,217005.67
2774,127138.805
2775,86621.17
2776,126658.29
2777,153913.6
2778,108828.58
2779,117156.93
2780,101694.02
2781,94044.91
2782,112517.95
2783,100056.26
2784,101691.41
2785,199496.61
2786,99604.42
2787,144872.0
2788,104107.03
2789,154069.33
2790,129412.625
2791,114570.64
2792,59792.438
2793,184563.05
2794,115468.34
2795,112686.08
2796,88606.8
2797,232499.62
2798,115358.914
2799,119731.586
2800,70027.445
2801,126870.195
2802,143214.81
2803,168486.31
2804,107228.086
2805,96761.79
2806,93227.76
2807,134091.31
2808,175705.12
2809,142382.62
2810,124426.07
2811,180909.8
2812,144262.11
2813,149078.19
2814,175812.25
2815,73853.29
2816,230411.9
2817,193342.77
2818,148343.1
2819,222740.11
2820,138412.62
2821,133361.12
2822,133755.94
2823,279912.94
2824,185159.48
2825,120612.61
2826,142569.92
2827,132770.2
2828,231553.81
2829,188906.92
2830,199838.02
2831,199755.75
2832,269510.06
2833,336933.38
2834,222946.34
2835,207828.98
2836,215000.86
2837,177910.27
2838,144698.53
2839,193392.22
2840,197041.73
2841,199607.66
2842,238706.98
2843,149202.94
2844,146950.78
2845,122944.97
2846,218621.14
2847,227933.7
2848,222220.06
2849,193524.61
2850,252964.27
2851,193243.97
2852,223700.67
2853,271499.2
2854,134088.8
2855,192392.5
2856,192899.33
2857,190396.02
2858,181932.4
2859,157378.6
2860,131166.84
2861,137022.89
2862,222677.55
2863,162330.39
2864,245278.47
2865,139528.17
2866,130817.31
2867,109433.01
2868,91300.71
2869,83764.695
2870,121822.31
2871,87580.03
2872,70316.69
2873,87529.84
2874,139915.94
2875,93022.484
2876,180776.88
2877,135212.34
2878,187691.38
2879,137013.39
2880,96668.73
2881,158070.53
2882,214067.62
2883,199278.45
2884,230556.69
2885,211627.95
2886,253858.08
2887,90626.47
2888,150120.78
2889,58001.68
2890,104381.13
2891,150310.55
2892,32047.723
2893,64752.223
2894,69987.34
2895,408241.8
2896,285936.38
2897,205432.36
2898,135589.56
2899,205248.89
2900,168269.22
2901,237735.16
2902,209443.44
2903,320330.06
2904,376571.34
2905,75347.24
2906,199882.75
2907,84894.44
2908,154333.86
2909,149461.38
2910,90249.81
2911,86330.016
2912,175788.98
2913,89628.06
2914,98451.3
2915,95289.62
2916,87941.47
2917,126057.38
2918,128105.94
2919,201359.25
